,value
9018,16.27499999999996
9019,17.312499999999957
9020,17.262499999999957
9021,15.449999999999957
9022,13.812499999999956
9023,12.099999999999955
9024,10.337499999999956
9025,8.349999999999955
9026,6.374999999999955
9027,5.312499999999956
9028,3.9999999999999556
9029,3.6374999999999558
9030,3.2374999999999554
9031,2.874999999999955
9032,2.587499999999955
9033,2.5999999999999552
9034,2.637499999999955
9035,2.787499999999955
9036,2.9374999999999547
9037,3.162499999999955
9038,3.524999999999955
9039,4.362499999999955
9040,6.224999999999955
9041,7.699999999999955
9042,9.012499999999955
9043,9.949999999999955
9044,9.962499999999956
9045,9.724999999999955
9046,9.424999999999956
9047,8.674999999999956
9048,6.812499999999956
9049,5.262499999999956
9050,4.024999999999956
9051,2.9374999999999565
9052,2.7999999999999567
9053,2.8624999999999567
9054,2.662499999999957
9055,2.6999999999999567
9056,2.5374999999999566
9057,2.5624999999999565
9058,2.5374999999999566
9059,2.4999999999999565
9060,2.6624999999999566
9061,3.1124999999999563
9062,4.824999999999957
9063,6.6249999999999565
9064,8.562499999999957
9065,10.187499999999957
9066,11.699999999999958
9067,13.337499999999958
9068,13.887499999999958
9069,13.887499999999958
9070,12.662499999999959
9071,10.87499999999996
9072,9.08749999999996
9073,7.52499999999996
9074,5.999999999999961
9075,4.537499999999961
9076,3.9874999999999607
9077,3.462499999999961
9078,3.099999999999961
9079,2.987499999999961
9080,2.987499999999961
9081,3.0374999999999615
9082,2.9374999999999614
9083,2.7249999999999615
9084,2.7249999999999615
9085,3.1624999999999615
9086,4.312499999999962
9087,5.6624999999999615
9088,6.937499999999961
9089,8.237499999999962
9090,9.749999999999961
9091,11.299999999999962
9092,11.612499999999962
9093,11.687499999999961
9094,10.82499999999996
9095,9.662499999999959
9096,8.49999999999996
9097,7.074999999999958
9098,5.637499999999958
9099,4.162499999999959
9100,3.5624999999999583
9101,3.049999999999958
9102,2.862499999999958
9103,2.787499999999958
9104,2.5624999999999583
9105,2.5624999999999583
9106,2.587499999999958
9107,2.649999999999958
9108,3.199999999999958
9109,3.7624999999999584
9110,4.999999999999958
9111,6.049999999999958
9112,7.174999999999958
9113,8.43749999999996
9114,9.424999999999958
9115,10.087499999999958
9116,10.149999999999958
9117,9.749999999999957
9118,8.699999999999957
9119,7.6249999999999565
9120,6.837499999999957
9121,5.937499999999957
9122,4.937499999999957
9123,4.287499999999957
9124,3.874999999999957
9125,3.9124999999999566
9126,3.649999999999957
9127,3.624999999999957
9128,3.274999999999957
9129,3.074999999999957
9130,2.9874999999999567
9131,2.9124999999999566
9132,3.274999999999957
9133,3.662499999999957
9134,4.212499999999957
9135,4.737499999999956
9136,6.199999999999957
9137,7.724999999999956
9138,9.462499999999956
9139,10.924999999999956
9140,11.387499999999957
9141,11.337499999999956
9142,10.949999999999955
9143,10.499999999999956
9144,9.249999999999956
9145,7.762499999999957
9146,6.249999999999957
9147,4.899999999999958
9148,4.162499999999958
9149,3.6749999999999576
9150,3.4624999999999577
9151,3.4249999999999576
9152,3.624999999999958
9153,3.412499999999958
9154,3.212499999999958
9155,2.962499999999958
9156,2.974999999999958
9157,3.287499999999958
9158,4.162499999999958
9159,5.112499999999958
9160,6.037499999999959
9161,6.849999999999959
9162,8.11249999999996
9163,10.32499999999996
9164,11.23749999999996
9165,11.12499999999996
9166,10.42499999999996
9167,9.49999999999996
9168,8.449999999999958
9169,7.787499999999959
9170,6.537499999999959
9171,4.474999999999959
9172,3.5249999999999586
9173,3.3749999999999587
9174,3.424999999999959
9175,3.299999999999959
9176,3.1874999999999587
9177,3.137499999999959
9178,3.087499999999959
9179,3.012499999999959
9180,3.062499999999959
9181,3.4749999999999592
9182,4.062499999999959
9183,5.162499999999959
9184,5.649999999999959
9185,5.949999999999958
9186,6.712499999999959
9187,7.724999999999959
9188,8.29999999999996
9189,7.862499999999959
9190,7.287499999999958
9191,6.424999999999958
9192,5.837499999999959
9193,5.499999999999959
9194,4.91249999999996
9195,3.96249999999996
9196,3.19999999999996
9197,3.04999999999996
9198,2.83749999999996
9199,2.56249999999996
9200,2.52499999999996
9201,2.49999999999996
9202,2.3624999999999603
9203,2.2374999999999603
9204,2.53749999999996
9205,2.9624999999999604
9206,3.6249999999999605
9207,5.224999999999961
9208,6.399999999999961
9209,7.912499999999961
9210,9.587499999999961
9211,11.299999999999962
9212,12.174999999999962
9213,12.224999999999962
9214,11.712499999999963
9215,10.349999999999964
9216,9.362499999999963
9217,7.999999999999964
9218,6.474999999999964
9219,4.849999999999964
9220,3.824999999999964
9221,3.437499999999964
9222,3.312499999999964
9223,3.162499999999964
9224,3.199999999999964
9225,3.012499999999964
9226,2.887499999999964
9227,2.7499999999999645
9228,2.7874999999999646
9229,3.4624999999999644
9230,3.912499999999964
9231,4.512499999999964
9232,5.312499999999964
9233,6.624999999999963
9234,7.837499999999963
9235,9.662499999999964
9236,10.687499999999964
9237,10.674999999999965
9238,10.274999999999967
9239,9.937499999999966
9240,9.074999999999966
9241,7.674999999999965
9242,6.5624999999999645
9243,4.949999999999965
9244,3.8874999999999647
9245,3.274999999999965
9246,3.337499999999965
9247,3.037499999999965
9248,3.099999999999965
9249,3.349999999999965
9250,3.274999999999965
9251,3.3249999999999647
9252,3.462499999999965
9253,3.8249999999999647
9254,4.212499999999965
9255,5.049999999999964
9256,5.687499999999964
9257,7.137499999999964
9258,9.187499999999964
9259,10.512499999999964
9260,10.787499999999964
9261,10.924999999999963
9262,10.774999999999963
9263,9.874999999999963
9264,9.174999999999962
9265,7.774999999999962
9266,5.749999999999962
9267,4.3499999999999615
9268,3.9499999999999615
9269,3.499999999999962
9270,3.187499999999962
9271,3.237499999999962
9272,3.199999999999962
9273,3.087499999999962
9274,3.1874999999999623
9275,3.2499999999999623
9276,3.524999999999962
9277,3.887499999999962
9278,4.274999999999962
9279,5.124999999999962
9280,6.137499999999962
9281,7.162499999999962
9282,8.737499999999962
9283,10.162499999999962
9284,10.524999999999963
9285,10.262499999999964
9286,9.774999999999963
9287,9.024999999999963
9288,8.024999999999963
9289,6.887499999999962
9290,5.174999999999962
9291,3.8124999999999614
9292,3.0624999999999614
9293,3.0624999999999614
9294,3.112499999999961
9295,3.2999999999999616
9296,3.187499999999962
9297,3.2874999999999615
9298,3.2124999999999617
9299,2.937499999999962
9300,3.137499999999962
9301,5.112499999999962
9302,7.374999999999962
9303,9.674999999999962
9304,12.349999999999962
9305,14.787499999999962
9306,17.412499999999962
9307,19.599999999999962
9308,20.69999999999996
9309,18.93749999999996
9310,16.77499999999996
9311,14.587499999999961
9312,12.162499999999962
9313,9.949999999999964
9314,7.574999999999964
9315,5.674999999999964
9316,4.462499999999964
9317,4.237499999999964
9318,4.137499999999964
9319,3.924999999999964
9320,3.899999999999964
9321,3.8374999999999644
9322,3.8374999999999644
9323,3.8874999999999647
9324,3.8749999999999645
9325,4.712499999999964
9326,6.737499999999964
9327,8.274999999999965
9328,9.912499999999964
9329,11.649999999999965
9330,13.149999999999965
9331,14.399999999999965
9332,15.137499999999966
9333,14.237499999999965
9334,12.249999999999964
9335,10.849999999999966
9336,9.174999999999965
9337,7.474999999999965
9338,5.9374999999999645
9339,4.587499999999965
9340,3.8624999999999647
9341,3.7999999999999643
9342,3.762499999999964
9343,3.5999999999999646
9344,3.5124999999999647
9345,3.212499999999965
9346,3.124999999999965
9347,2.9874999999999647
9348,2.949999999999965
9349,3.9499999999999647
9350,5.412499999999965
9351,7.137499999999965
9352,8.712499999999965
9353,10.199999999999966
9354,12.049999999999967
9355,13.724999999999966
9356,14.887499999999967
9357,14.424999999999969
9358,12.91249999999997
9359,11.18749999999997
9360,9.612499999999969
9361,8.374999999999968
9362,6.512499999999968
9363,4.999999999999968
9364,3.812499999999968
9365,3.387499999999968
9366,3.4874999999999683
9367,3.3999999999999684
9368,3.387499999999968
9369,3.237499999999968
9370,3.099999999999968
9371,2.887499999999968
9372,3.1749999999999683
9373,3.5499999999999687
9374,4.499999999999969
9375,5.462499999999968
9376,6.324999999999968
9377,7.687499999999969
9378,9.68749999999997
9379,11.49999999999997
9380,12.59999999999997
9381,12.699999999999969
9382,11.687499999999968
9383,10.749999999999968
9384,10.112499999999969
9385,8.74999999999997
9386,6.86249999999997
9387,5.149999999999969
9388,3.824999999999969
9389,3.1874999999999694
9390,3.324999999999969
9391,3.4374999999999694
9392,3.2624999999999695
9393,3.2749999999999697
9394,3.22499999999997
9395,3.09999999999997
9396,3.08749999999997
9397,3.48749999999997
9398,4.13749999999997
9399,4.699999999999971
9400,5.59999999999997
9401,7.16249999999997
9402,8.83749999999997
9403,10.68749999999997
9404,12.09999999999997
9405,12.34999999999997
9406,12.12499999999997
9407,11.49999999999997
9408,10.47499999999997
9409,8.97499999999997
9410,7.37499999999997
9411,5.54999999999997
9412,4.04999999999997
9413,3.4249999999999696
9414,2.8374999999999697
9415,2.7874999999999694
9416,2.674999999999969
9417,2.5874999999999693
9418,2.4374999999999694
9419,2.7499999999999694
9420,3.062499999999969
9421,3.699999999999969
9422,5.237499999999969
9423,7.299999999999969
9424,9.574999999999969
9425,11.56249999999997
9426,13.51249999999997
9427,15.037499999999971
9428,15.774999999999974
9429,15.562499999999975
9430,14.324999999999974
9431,12.412499999999973
9432,10.524999999999974
9433,8.649999999999974
9434,7.0124999999999735
9435,5.224999999999973
9436,4.287499999999973
9437,3.8624999999999727
9438,3.6874999999999725
9439,3.412499999999972
9440,3.137499999999972
9441,3.137499999999972
9442,3.037499999999972
9443,3.1749999999999723
9444,3.224999999999972
9445,5.324999999999972
9446,7.574999999999972
9447,10.67499999999997
9448,12.912499999999971
9449,15.04999999999997
9450,17.08749999999997
9451,18.53749999999997
9452,19.21249999999997
9453,17.94999999999997
9454,16.14999999999997
9455,12.98749999999997
9456,10.81249999999997
9457,8.59999999999997
9458,6.449999999999969
9459,4.912499999999969
9460,4.162499999999968
9461,3.624999999999967
9462,3.1624999999999672
9463,3.437499999999967
9464,3.437499999999967
9465,3.449999999999967
9466,3.3999999999999666
9467,3.3874999999999664
9468,3.712499999999966
9469,3.8499999999999663
9470,4.974999999999966
9471,6.524999999999966
9472,8.599999999999966
9473,10.662499999999966
9474,13.037499999999966
9475,15.162499999999966
9476,16.049999999999965
9477,16.137499999999964
9478,15.462499999999963
9479,13.974999999999962
9480,12.099999999999962
9481,9.974999999999962
9482,7.699999999999963
9483,5.662499999999962
9484,4.562499999999963
9485,4.274999999999962
9486,3.6749999999999616
9487,3.4749999999999615
9488,3.2249999999999615
9489,3.2624999999999615
9490,3.249999999999962
9491,3.137499999999962
9492,3.024999999999962
9493,3.387499999999962
9494,4.312499999999963
9495,5.524999999999963
9496,6.837499999999963
9497,8.049999999999963
9498,9.699999999999964
9499,11.087499999999963
9500,11.812499999999963
9501,11.512499999999962
9502,10.649999999999961
9503,9.687499999999961
9504,8.59999999999996
9505,7.42499999999996
9506,5.874999999999959
9507,4.599999999999959
9508,3.8124999999999583
9509,3.462499999999958
9510,3.412499999999958
9511,3.1499999999999577
9512,2.937499999999958
9513,3.0374999999999575
9514,2.9874999999999576
9515,2.7999999999999576
9516,3.0249999999999573
9517,3.6499999999999573
9518,4.537499999999958
9519,6.174999999999958
9520,7.612499999999958
9521,9.02499999999996
9522,11.13749999999996
9523,13.29999999999996
9524,14.51249999999996
9525,14.36249999999996
9526,13.76249999999996
9527,12.39999999999996
9528,11.03749999999996
9529,9.46249999999996
9530,7.487499999999959
9531,5.737499999999958
9532,4.599999999999959
9533,4.374999999999959
9534,4.187499999999959
9535,3.937499999999959
9536,3.9624999999999595
9537,4.0874999999999595
9538,3.924999999999959
9539,3.774999999999959
9540,3.8624999999999594
9541,4.23749999999996
9542,4.91249999999996
9543,5.637499999999959
9544,6.66249999999996
9545,7.7124999999999595
9546,9.43749999999996
9547,11.43749999999996
9548,12.31249999999996
9549,12.137499999999958
9550,11.49999999999996
9551,10.924999999999958
9552,9.93749999999996
9553,8.87499999999996
9554,7.124999999999958
9555,5.012499999999958
9556,3.849999999999959
9557,3.5249999999999586
9558,3.4999999999999587
9559,3.3374999999999586
9560,3.174999999999959
9561,3.049999999999959
9562,2.9624999999999586
9563,2.7999999999999585
9564,2.862499999999958
9565,3.462499999999958
9566,3.824999999999958
9567,4.724999999999958
9568,5.412499999999958
9569,7.2624999999999575
9570,9.237499999999956
9571,10.887499999999957
9572,11.687499999999957
9573,11.199999999999958
9574,11.049999999999958
9575,10.487499999999958
9576,9.96249999999996
9577,8.14999999999996
9578,6.374999999999959
9579,4.924999999999959
9580,4.099999999999959
9581,3.874999999999959
9582,3.499999999999959
9583,3.2249999999999592
9584,3.1749999999999594
9585,3.2124999999999595
9586,3.0874999999999595
9587,2.9749999999999597
9588,2.99999999999996
9589,3.43749999999996
9590,4.12499999999996
9591,5.849999999999961
9592,7.21249999999996
9593,7.562499999999961
9594,9.112499999999962
9595,9.749999999999961
9596,9.699999999999962
9597,9.424999999999963
9598,8.862499999999963
9599,7.049999999999963
9600,5.749999999999964
9601,5.399999999999963
9602,3.9999999999999636
9603,3.4749999999999632
9604,3.4124999999999632
9605,3.1999999999999633
9606,3.0749999999999633
9607,3.0374999999999632
9608,2.9499999999999633
9609,2.8499999999999632
9610,2.7874999999999632
9611,2.7624999999999633
9612,3.312499999999963
9613,5.674999999999963
9614,8.187499999999964
9615,10.737499999999965
9616,12.774999999999965
9617,14.737499999999965
9618,16.574999999999967
9619,18.22499999999997
9620,18.87499999999997
9621,16.87499999999997
9622,14.76249999999997
9623,12.27499999999997
9624,10.27499999999997
9625,8.31249999999997
9626,6.47499999999997
9627,4.78749999999997
9628,3.47499999999997
9629,3.1624999999999703
9630,2.8999999999999706
9631,3.0124999999999704
9632,3.0124999999999704
9633,3.0374999999999703
9634,2.9874999999999705
9635,2.8374999999999706
9636,3.412499999999971
9637,4.34999999999997
9638,5.51249999999997
9639,6.46249999999997
9640,7.774999999999969
9641,9.99999999999997
9642,12.17499999999997
9643,14.14999999999997
9644,14.47499999999997
9645,14.24999999999997
9646,13.37499999999997
9647,12.41249999999997
9648,11.23749999999997
9649,9.51249999999997
9650,7.46249999999997
9651,5.52499999999997
9652,4.6749999999999705
9653,3.8999999999999706
9654,3.5374999999999703
9655,3.4499999999999704
9656,3.1499999999999706
9657,2.6249999999999707
9658,2.4999999999999707
9659,2.5624999999999707
9660,3.8749999999999702
9661,6.13749999999997
9662,8.08749999999997
9663,9.83749999999997
9664,12.33749999999997
9665,14.56249999999997
9666,16.562499999999968
9667,18.337499999999967
9668,18.23749999999997
9669,16.49999999999997
9670,14.974999999999973
9671,13.537499999999973
9672,11.162499999999973
9673,8.912499999999973
9674,7.012499999999973
9675,5.437499999999973
9676,4.374999999999973
9677,3.9624999999999733
9678,3.6374999999999735
9679,3.3374999999999737
9680,3.2999999999999736
9681,3.3999999999999737
9682,3.1499999999999737
9683,3.099999999999974
9684,3.337499999999974
9685,4.224999999999974
9686,5.862499999999974
9687,8.049999999999974
9688,10.162499999999973
9689,12.049999999999974
9690,14.162499999999975
9691,15.724999999999975
9692,16.81249999999997
9693,16.412499999999973
9694,14.724999999999973
9695,12.449999999999973
9696,10.474999999999973
9697,8.599999999999973
9698,6.587499999999974
9699,4.924999999999974
9700,3.4999999999999742
9701,3.0249999999999746
9702,2.9749999999999748
9703,3.0999999999999748
9704,3.1624999999999748
9705,3.149999999999975
9706,3.149999999999975
9707,3.1374999999999753
9708,3.349999999999975
9709,4.999999999999975
9710,7.449999999999975
9711,9.662499999999975
9712,11.724999999999977
9713,13.912499999999977
9714,15.837499999999977
9715,17.274999999999977
9716,17.537499999999977
9717,16.149999999999974
9718,14.149999999999974
9719,12.162499999999973
9720,10.012499999999974
9721,7.787499999999974
9722,5.974999999999975
9723,4.499999999999975
9724,3.874999999999975
9725,3.5624999999999756
9726,3.112499999999976
9727,2.712499999999976
9728,2.687499999999976
9729,2.662499999999976
9730,2.574999999999976
9731,2.599999999999976
9732,2.999999999999976
9733,3.649999999999976
9734,5.362499999999976
9735,6.549999999999976
9736,7.887499999999976
9737,10.049999999999976
9738,12.037499999999977
9739,13.612499999999976
9740,14.649999999999977
9741,15.099999999999977
9742,13.749999999999977
9743,12.649999999999977
9744,11.324999999999976
9745,9.137499999999978
9746,7.112499999999978
9747,5.612499999999978
9748,4.162499999999977
9749,2.949999999999977
9750,2.637499999999977
9751,2.637499999999977
9752,2.412499999999977
9753,2.3999999999999773
9754,2.424999999999977
9755,2.4624999999999773
9756,2.7749999999999773
9757,3.412499999999977
9758,5.149999999999977
9759,7.549999999999978
9760,10.237499999999978
9761,12.724999999999978
9762,14.54999999999998
9763,16.22499999999998
9764,17.29999999999998
9765,17.137499999999978
9766,15.549999999999978
9767,13.137499999999978
9768,10.587499999999977
9769,8.224999999999977
9770,6.362499999999977
9771,4.5999999999999766
9772,3.2999999999999767
9773,2.824999999999977
9774,2.7249999999999774
9775,2.6999999999999775
9776,2.737499999999977
9777,2.749999999999977
9778,2.787499999999977
9779,2.7749999999999773
9780,3.3749999999999774
9781,5.012499999999978
9782,6.962499999999978
9783,9.499999999999979
9784,11.774999999999977
9785,13.812499999999977
9786,15.712499999999977
9787,17.287499999999977
9788,17.674999999999976
9789,16.512499999999974
9790,14.812499999999975
9791,12.199999999999976
9792,9.887499999999974
9793,7.812499999999973
9794,5.937499999999973
9795,4.4499999999999735
9796,3.4999999999999734
9797,3.1874999999999734
9798,2.7874999999999734
9799,3.0124999999999735
9800,2.9499999999999735
9801,2.9999999999999734
9802,2.9749999999999734
9803,2.9499999999999735
9804,3.2499999999999734
9805,4.837499999999973
9806,6.774999999999973
9807,8.737499999999972
9808,10.912499999999973
9809,12.824999999999973
9810,15.024999999999974
9811,16.87499999999997
9812,17.649999999999974
9813,16.912499999999973
9814,15.599999999999973
9815,13.687499999999972
9816,11.474999999999971
9817,9.474999999999971
9818,7.274999999999971
9819,5.312499999999971
9820,4.1749999999999705
9821,3.1749999999999705
9822,2.58749999999997
9823,2.44999999999997
9824,2.32499999999997
9825,2.38749999999997
9826,2.37499999999997
9827,2.44999999999997
9828,2.67499999999997
9829,4.34999999999997
9830,6.749999999999971
9831,9.08749999999997
9832,11.37499999999997
9833,13.387499999999969
9834,15.66249999999997
9835,17.437499999999968
9836,18.374999999999968
9837,17.612499999999965
9838,15.949999999999967
9839,14.149999999999968
9840,12.012499999999967
9841,9.812499999999968
9842,7.512499999999968
9843,5.774999999999968
9844,4.637499999999968
9845,3.899999999999968
9846,3.274999999999968
9847,2.7874999999999677
9848,2.9624999999999675
9849,3.2374999999999674
9850,3.1749999999999674
9851,3.1499999999999675
9852,3.7249999999999677
9853,4.349999999999968
9854,4.512499999999968
9855,5.087499999999968
9856,5.549999999999969
9857,6.387499999999969
9858,7.999999999999968
9859,9.187499999999968
9860,9.424999999999969
9861,8.81249999999997
9862,8.58749999999997
9863,8.12499999999997
9864,7.499999999999969
9865,6.5374999999999694
9866,4.98749999999997
9867,3.8374999999999693
9868,3.0999999999999694
9869,2.99999999999997
9870,2.8874999999999695
9871,2.8249999999999695
9872,2.8249999999999695
9873,2.8499999999999694
9874,2.8624999999999696
9875,2.7999999999999696
9876,2.9999999999999694
9877,3.574999999999969
9878,4.6624999999999694
9879,5.5999999999999694
9880,6.4749999999999694
9881,7.574999999999969
9882,9.049999999999969
9883,10.262499999999967
9884,11.349999999999968
9885,11.362499999999967
9886,10.399999999999968
9887,9.337499999999968
9888,8.587499999999968
9889,7.512499999999969
9890,6.087499999999969
9891,4.999999999999969
9892,3.7374999999999687
9893,3.1374999999999686
9894,3.087499999999969
9895,3.212499999999969
9896,3.0499999999999687
9897,2.874999999999969
9898,2.799999999999969
9899,2.5624999999999694
9900,2.799999999999969
9901,3.312499999999969
9902,4.374999999999969
9903,5.387499999999969
9904,6.79999999999997
9905,7.93749999999997
9906,8.93749999999997
9907,9.98749999999997
9908,10.49999999999997
9909,10.07499999999997
9910,9.124999999999972
9911,8.14999999999997
9912,6.899999999999969
9913,6.012499999999969
9914,5.049999999999969
9915,4.274999999999969
9916,3.474999999999969
9917,3.449999999999969
9918,3.387499999999969
9919,3.312499999999969
9920,3.1624999999999686
9921,2.9749999999999686
9922,2.962499999999969
9923,2.899999999999969
9924,3.199999999999969
9925,3.574999999999969
9926,4.499999999999969
9927,5.799999999999969
9928,7.712499999999969
9929,9.64999999999997
9930,11.474999999999971
9931,12.86249999999997
9932,13.19999999999997
9933,13.224999999999971
9934,12.749999999999972
9935,11.44999999999997
9936,9.54999999999997
9937,7.6124999999999705
9938,5.812499999999971
9939,4.24999999999997
9940,3.56249999999997
9941,3.03749999999997
9942,2.53749999999997
9943,2.47499999999997
9944,2.53749999999997
9945,2.67499999999997
9946,2.78749999999997
9947,2.8374999999999697
9948,3.2999999999999696
9949,3.87499999999997
9950,4.23749999999997
9951,4.81249999999997
9952,6.17499999999997
9953,7.774999999999969
9954,9.462499999999968
9955,10.799999999999969
9956,11.312499999999968
9957,10.924999999999969
9958,10.587499999999968
9959,9.91249999999997
9960,8.462499999999968
9961,6.762499999999968
9962,5.112499999999969
9963,3.9874999999999687
9964,3.1999999999999686
9965,3.212499999999969
9966,3.3624999999999687
9967,3.5499999999999687
9968,3.7624999999999686
9969,3.8124999999999685
9970,3.7624999999999686
9971,3.749999999999969
9972,4.187499999999969
9973,4.912499999999969
9974,6.274999999999969
9975,7.4124999999999694
9976,8.46249999999997
9977,9.83749999999997
9978,10.912499999999971
9979,12.062499999999972
9980,12.099999999999971
9981,11.49999999999997
9982,10.33749999999997
9983,9.29999999999997
9984,8.24999999999997
9985,6.862499999999969
9986,5.774999999999969
9987,4.499999999999969
9988,3.837499999999969
9989,3.5999999999999686
9990,3.3624999999999687
9991,3.1624999999999686
9992,2.9874999999999687
9993,2.9249999999999687
9994,2.8249999999999686
9995,2.7624999999999686
9996,3.7124999999999684
9997,5.037499999999968
9998,6.799999999999968
9999,8.787499999999968
10000,10.449999999999969
10001,12.074999999999969
10002,14.03749999999997
10003,15.899999999999968
10004,16.19999999999997
10005,15.712499999999972
10006,14.512499999999973
10007,12.824999999999973
10008,11.349999999999971
10009,9.724999999999971
10010,7.712499999999971
10011,5.787499999999971
10012,4.562499999999972
10013,3.6124999999999714
10014,3.074999999999971
10015,2.887499999999971
10016,2.762499999999971
10017,2.7374999999999705
10018,2.7499999999999707
10019,2.7124999999999706
10020,3.0749999999999704
10021,3.9624999999999706
10022,4.462499999999971
10023,4.899999999999971
10024,5.749999999999971
10025,6.674999999999971
10026,8.174999999999972
10027,9.487499999999972
10028,10.324999999999973
10029,9.974999999999971
10030,9.88749999999997
10031,9.349999999999971
10032,8.76249999999997
10033,7.912499999999971
10034,6.499999999999971
10035,5.28749999999997
10036,4.0499999999999705
10037,3.69999999999997
10038,3.37499999999997
10039,3.5874999999999697
10040,3.3374999999999697
10041,3.34999999999997
10042,3.34999999999997
10043,3.32499999999997
10044,3.71249999999997
10045,4.66249999999997
10046,5.81249999999997
10047,6.5999999999999694
10048,7.4749999999999694
10049,8.68749999999997
10050,9.46249999999997
10051,10.48749999999997
10052,10.63749999999997
10053,9.98749999999997
10054,8.91249999999997
10055,8.16249999999997
10056,7.4749999999999694
10057,6.43749999999997
10058,5.82499999999997
10059,5.14999999999997
10060,4.81249999999997
10061,4.49999999999997
10062,4.12499999999997
10063,3.7374999999999696
10064,3.5249999999999697
10065,3.3999999999999697
10066,3.08749999999997
10067,2.68749999999997
10068,2.9249999999999696
10069,4.24999999999997
10070,6.57499999999997
10071,9.02499999999997
10072,11.37499999999997
10073,13.66249999999997
10074,16.28749999999997
10075,18.612499999999972
10076,20.162499999999973
10077,20.737499999999972
10078,18.999999999999975
10079,16.824999999999974
10080,14.487499999999974
10081,12.149999999999974
10082,9.762499999999974
10083,7.549999999999974
10084,5.687499999999973
10085,3.7499999999999734
10086,3.312499999999973
10087,3.1999999999999726
10088,3.1624999999999726
10089,3.1124999999999723
10090,2.949999999999972
10091,2.924999999999972
10092,3.9249999999999723
10093,6.049999999999972
10094,8.299999999999972
10095,10.199999999999973
10096,12.412499999999973
10097,14.437499999999973
10098,16.087499999999974
10099,17.487499999999972
10100,17.32499999999997
10101,15.53749999999997
10102,13.67499999999997
10103,11.96249999999997
10104,9.79999999999997
10105,7.924999999999971
10106,6.387499999999972
10107,5.012499999999972
10108,4.012499999999972
10109,3.6874999999999716
10110,3.4249999999999714
10111,3.424999999999972
10112,3.487499999999972
10113,3.474999999999972
10114,3.7624999999999718
10115,3.9499999999999718
10116,4.524999999999972
10117,5.237499999999972
10118,6.399999999999973
10119,8.162499999999973
10120,8.974999999999973
10121,10.112499999999974
10122,10.974999999999973
10123,11.612499999999974
10124,11.637499999999974
10125,10.999999999999973
10126,9.937499999999973
10127,8.262499999999974
10128,7.387499999999974
10129,6.149999999999975
10130,5.099999999999975
10131,4.437499999999975
10132,3.937499999999975
10133,3.874999999999975
10134,3.5874999999999746
10135,3.1624999999999748
10136,3.1874999999999747
10137,3.1124999999999745
10138,2.9624999999999746
10139,2.799999999999975
10140,3.237499999999975
10141,3.924999999999975
10142,4.949999999999975
10143,6.949999999999975
10144,9.424999999999974
10145,12.149999999999974
10146,14.624999999999973
10147,16.649999999999974
10148,17.162499999999973
10149,16.437499999999975
10150,16.187499999999975
10151,14.924999999999976
10152,12.474999999999975
10153,9.874999999999975
10154,7.574999999999974
10155,5.474999999999975
10156,4.499999999999975
10157,4.624999999999975
10158,3.799999999999975
10159,3.237499999999975
10160,3.112499999999975
10161,3.049999999999975
10162,2.7749999999999746
10163,2.6874999999999747
10164,3.3124999999999747
10165,4.6499999999999755
10166,7.499999999999976
10167,10.849999999999975
10168,13.899999999999975
10169,16.599999999999977
10170,19.524999999999977
10171,22.099999999999977
10172,22.93749999999998
10173,21.962499999999977
10174,19.337499999999977
10175,16.34999999999998
10176,13.812499999999979
10177,11.262499999999978
10178,8.524999999999979
10179,6.162499999999979
10180,4.69999999999998
10181,4.237499999999979
10182,4.124999999999979
10183,3.6874999999999782
10184,3.2124999999999786
10185,3.2249999999999783
10186,3.2124999999999786
10187,3.2999999999999785
10188,3.5874999999999786
10189,4.637499999999979
10190,6.32499999999998
10191,7.72499999999998
10192,9.07499999999998
10193,10.54999999999998
10194,12.48749999999998
10195,14.187499999999979
10196,15.124999999999979
10197,14.399999999999977
10198,13.024999999999977
10199,11.912499999999977
10200,10.549999999999976
10201,8.937499999999975
10202,7.1499999999999755
10203,5.3374999999999755
10204,4.2749999999999755
10205,4.112499999999975
10206,3.7499999999999747
10207,3.5624999999999742
10208,3.687499999999974
10209,3.737499999999973
10210,3.387499999999973
10211,3.387499999999973
10212,4.037499999999973
10213,5.3249999999999735
10214,7.149999999999974
10215,9.137499999999974
10216,11.374999999999975
10217,13.524999999999975
10218,15.837499999999975
10219,17.624999999999975
10220,17.849999999999977
10221,17.112499999999976
10222,15.462499999999977
10223,13.624999999999979
10224,11.287499999999978
10225,9.274999999999977
10226,7.2874999999999766
10227,5.5374999999999766
10228,4.7249999999999766
10229,4.137499999999976
10230,4.0374999999999766
10231,3.9374999999999765
10232,3.9249999999999767
10233,3.7249999999999766
10234,3.587499999999977
10235,3.6124999999999767
10236,4.824999999999976
10237,7.087499999999976
10238,9.499999999999977
10239,11.949999999999978
10240,14.587499999999977
10241,17.424999999999976
10242,19.949999999999978
10243,21.862499999999976
10244,21.987499999999976
10245,20.112499999999976
10246,18.124999999999975
10247,15.687499999999975
10248,13.099999999999977
10249,10.287499999999977
10250,7.762499999999977
10251,5.724999999999977
10252,4.212499999999977
10253,3.562499999999977
10254,3.0374999999999766
10255,2.8374999999999764
10256,2.699999999999976
10257,2.637499999999976
10258,2.4874999999999763
10259,2.387499999999976
10260,2.524999999999976
10261,4.174999999999976
10262,6.262499999999975
10263,8.224999999999975
10264,9.662499999999975
